date,title,reporter,content,press
2021.04.02,"박용진 “윤석열, 언론 홍보만 말고 검증의 링 올라와라”",김명진 기자,"더불어민주당 박용진 의원이 2일 윤석열 전 검찰총장을 향해 “정말 정치에 뜻이 있고 대통령의 꿈을 갖고 있다면 라커룸에서 몸만 풀지 마시고 검증의 링 위로 올라오기 바란다”고 했다.
박 의원은 이날 페이스북에 “윤 전 총장이 ‘사전투표를 하겠다’며 일정을 언론에 공개하고 측근을 통해 투표 전후 행보까지 알리고 있다”며 이렇게 적었다. 그는 “어느 일반인이 사전투표를 한다고 미리 공지하고 가느냐”며 “사실상 정치행보를 보이는 듯하다”고 했다.
박 의원은 “이런 식으로 정치를 해서는 안 된다. 무책임한 태도”라며 “언론을 통한 국민 검증은 피하면서 언론을 자기 홍보의 수단으로만 쓰는 건 얄팍한 방식”이라고 했다. 이어 “대통령을 생각하는 사람이라면 결코 취해서는 안 될 행태”라며 “대선 여론조사 1위라면 국민적 기대에 걸맞게 책임 있고 분명한 입장을 밝혀야 한다”고 했다.
그러면서 “국민이 실력과 준비된 정도를 아실 수 있도록 해야 한다”며 “저도 그 링 위에서 기다리고 있다”고 했다. 앞서 박 의원은 “정치가 더 젊고 빨라져야 한다”며 차기 대선 출마를 선언했었다.
박 의원은 “별의 순간은 순간이지만, 검증의 시간은 길다”며 “대선이 1년도 남지 않았는데, 국민들에게 검증할 시간도 드리지 않고 그럴싸한 행보와 애매한 말투로 인기만 끌겠다는 것은 삼류정치이자 국민 모욕행위”라고 했다.
박 의원은 지난달에도 라디오 인터뷰에서 “(윤 전 총장이) 나와 토론 1시간만 하면 정치적 밑천이 다 드러날 것”이라고 했다.",조선일보
2021.04.08,"조국 입시비리 “관행”이라던 오영환, 민주당 비대위원 됐다",오경묵 기자,"더불어민주당 지도부가 4·7 재보궐 선거 참패 책임을 지고 총사퇴하면서 비상대책위원회 체제가 꾸려진 가운데, 비대위원으로 선임된 오영환(33·경기 의정부갑) 의원에게 관심이 쏠린다.
8일 정치권에 따르면 오 의원은 민홍철·김영진 의원과 함께 민주당 비대위원으로 선임됐다. 비상대책위원장은 도종환 의원이 맡는다.
오 의원은 경기 동두천 출신으로 부산 낙동고와 서울시립대 소방방재학과를 졸업했다. 2010년 서울 광진소방서에서 소방관 생활을 시작했고, 서울시 119특수구조단과 소방청 중앙119구조본부 등을 거쳤다. 부인은 ‘암벽 여제’로 알려진 스포츠클라이밍 선수 김자인씨다. 오 의원은 일선 소방관들의 이야기를 다룬 책 ‘어느 소방관의 기도’를 썼고, JTBC ‘말하는 대로’에 출연해 대중에게 얼굴을 알렸다.
그가 정치에 데뷔한 것은 작년 21대 총선을 앞두고서다. 총선을 앞두고 더불어민주당 ‘영입인재 5호’로 입당했다. 그가 정치를 하겠다고 하자 부인 김씨는 “아저씨가 중요하게 생각하는 일이면 해”라고 응원했다고 한다. ‘아저씨’는 ‘소방관 아저씨’를 줄인 부부 사이의 애칭이다.
초선인 오 의원이 비대위원으로 발탁된 것은 2030 세대의 지지율을 끌어올리기 위한 움직임으로 해석된다. 그러나 그의 과거 언행으로 볼 때 젊은층의 마음을 돌릴 수 있겠느냐는 지적이 나온다.
우선 젊은층의 분노를 부른 이른바 ‘조국 사태’와 관련해 오 의원은 작년 1월 7일 입당 기자회견에서 “많은 언론이 검찰에서 새어 나온 정보로 모든 학부모가 그 당시에 관행적으로 해온 행위들을 너무 지나치게 부풀렸다”며 조국 전 장관 가족을 감쌌다. 그는 “물론 (조 전 장관 가족에게) 허물이 있을 수 있다”면서도 “작은 허물조차 침소봉대하게 부풀려서 국민들에게 많은 불신과 의혹을 심어주는 모습이 너무 두렵다고 해야할까. 검찰 권력이 얼마나 두려운 것인지, 그것을 견제할 세력이 왜 필요한지 다시 한번 고민할 계기가 된 것 같다”고 했다.
지난해 총선 이후 친여(親與) 성향 방송인인 김어준씨에게 “감사를 드린다”고 한 것도 다시 ‘소환’되고 있다. 오 의원은 지난해 총선 이후 김씨가 진행하는 유튜브 방송 ‘다스뵈이다’에 출연해 “김어준 총수님께 특별히 감사드리고 싶은 게 제 선거는 다스뵈이다 전후로 나뉘었다. 제 캠프에서 저와 함께 선거를 치러준 많은 분들 대부분이 다스뵈이다를 보고 저를 도와주러 오셨다”며 “다스뵈이다 방송이 나가고 얼마나 큰 힘이 되었는지 특별한 감사를 드린다”고 했다. 이후 “뽑아준 지역구민이 아니라 김어준씨를 치켜세우며 감사 인사를 드리는 게 맞느냐”는 비판이 나왔다.
오 의원은 지난 1일 자신의 페이스북에 “존경하는, 국민 여러분, 더불어민주당이 부족했다”며 “문재인 정부 출범 이후, 민주당은 검찰 개혁 등 수많은 노력을 기울였다. 하지만 부동산 투기와 LH 사태 등 불공정한 행태를 막지 못했다”고 ‘반성문’을 올렸다. 그는 “겸허히 반성하며, LH 사태를 계기로 부동산 투기, 부동산 불공정을 어느 누구 예외 없이 뿌리뽑는 것을 국정의 최우선으로 두겠다”며 “염치없고 부끄러운 줄 알면서도 간곡히 호소드린다. 오늘보다 더 안전한 서울시를 만들어 줄 박영선 후보에게 기회를 달라”고 했다.",조선일보
2021.04.12,[이동훈의 촉] 민주당이 ‘대패’하자 ‘유시민 입’이 봉인해제됐다,,"유시민씨, 노무현재단 이사장입니다. 친노친문 진영의 배후에 자리한 핵심 인물입니다. 논란의 인물입니다. 그가 다시 입을 열었습니다.
유씨는 이번 보궐선거 전 유튜브에 출연해 ‘신념을 무조건 잘 지켜야 한다는 생각에서 벗어날 필요가 있냐’는 질문을 받고 이렇게 답했습니다. “한결같은 것을 높게 평가하는 경향이 있는데 구체적인 생각을 안 바꾸고 환갑이 지난 때까지 그대로 갖고 있으면 일관성이 있는 게 아니고 벽창호.” 사람이 살다보면 생각이 바뀔 수 있다는 얘기죠. 친문 진영 일각에선 유 이사장의 이런 발언을 정계 복귀설로 해석하는 기류가 있습니다.
유시민씨는 2013년, 지금부터 8년 전에 정계은퇴를 선언했습니다. 2018년 노무현재단 이사장을 맡으면서 또 다시 정계은퇴를 강조합니다. ‘임명직 공무원이 되거나 공직 선거에 출마하는 일은 제 인생에 다시는 없을 것이다’고 했습니다. 정치에 대해 떠들기는 하겠지만 공직을 맡거나 선거에 출마하지는 않겠다는 거죠. 이번에 등장해서 ‘사람이 살다보면 생각이 바뀔 수 있다’ 뭐 이런 얘기를 한겁니다.
이 내용을 소개하는 기사에 댓글이 이렇게 달렸습니다. “그가 복귀한다면 여권 세력에겐 천군만마” “이재명에 대항할 친문 후보는 유시민뿐”
유씨는 선거 직후, 미국 하버드대 교수들이 집필한 ‘민주주의는 어떻게 무너지는가?’를 읽고 “야당이 왜 민주주의 위기라고 현 정부를 비판하는지 이해할 수 있게 됐다”고 말했습니다. 저도 이 책 읽어봤지만 저는 이책을 관통하는 하나의 메시지가 ‘국민에 의해 선출된 소수 엘리트들에 의해, 파시즘이 다수결의 미명하에 은밀하고 부드럽게 진행된다’는 문장 같습니다. 지금의 문재인 정부를 바로 떠올리게 합니다.
그런데 유씨가 야당의 비판을 이해한다 합니다. 언뜻 들으면 야당 의견에 동조하는 것 같습니다. 그런데 아닙니다. 지금의 한국적 상황을 “여야가 정당 지지를 위한 싸움일 뿐”이라는 겁니다. 도리어 야당을 비판하는 겁니다. 유시민 특유의 곡하아세, 궤변입니다. 역시 유시민입니다. 그는 죽지 않았습니다.
대중은 참 쉽게 잊어버리고 값싸게 용서합니다. 유시민씨는 그런 대중의 망각을 먹고 사는 사람 같습니다. 비난이 쏟아지면 피했다가 잊혀질 때쯤 되면 다시 고개를 내밉니다. 특유의 궤변과 지식인연하는 모습을 앞세웁니다.
일단 조국 사태 당시 유씨가 해왔던 말들을 다시 한번 생각해보십시오. 조국씨 아내의 PC 반출을 “증거 인멸이 아니라 검찰이 장난칠 경우를 대비한 증거 보존”이라고 했습니다. 검찰이 그 컴퓨터로 ‘장난을 치지’ 못하도록 집으로 미리 가져온 거랍니다. 최성해 전 동양대 총장은 “유씨가 전화를 걸어 ‘정 교수에게 표창장 발급을 위임한 것으로 해 달라’고 요청했다”고 했습니다. 그런데 유씨는 “유튜브 언론인으로서 취재 차 전화했다”고 합니다. 기자들을 검찰 받아쓰기나 하는 ‘기레기’로 매도합니다. 그의 말 한마디에 KBS 법조팀이 날아갔습니다. “검찰이 노무현재단 계좌를 들여다봤다”고 주장했습니다. 계좌를 본 검사로 한동훈 검사장을 지목했습니다. 그는 이 일로 고발됐습니다. 5억을 배상하라는 소송도 당했습니다. 이 때문에 그는 올해 초에 반성문도 썼습니다. “어떤 형태의 책임 추궁도 겸허히 받아들이겠다” 뭐 이런 내용 기억나실겁니다. 사실 그것도 ‘노무현 재단'을 둘러싼 잡음이 노출되면서, “유시민은 왜 노무현재단을 끌어들여 재단을 어지럽게 하느냐”는 친노 그룹의 비판 때문이었던 것으로 압니다.
그의 행적을 보면, 혹세무민의 연속이었습니다. 비난이 쏟아지면 잠수합니다. 비난이 사라지면 다시 고개를 내밉니다.
무엇보다 대선주자로서 유씨의 장점은 대중성입니다. ‘거꾸로 읽는 세계사’라는 책이 나온게 1989년입니다. 이후 100만부 넘게 팔렸습니다. 90년대 학번들이 운동권 입문단계 필독서였습니다. 유씨는 그 이후 많은 책을 냈고 베스트셀러가 됐습니다. 유씨 책 한권 없는 집이 없을 겁니다. 지금의 3040대의 정서를 좌우했던 사람입니다. 대중이 유씨에 대해 분노했다가 쉽게 잊어버리는 건 그가 깔아놓은 지식인 이미지 때문이 아닐까란 생각도 듭니다.
유씨는 “50대에 접어들게 되면 죽어나가는 뇌세포가 새로 생기는 뇌세포보다 많다. 사람이 멍청해진다” “개인적인 원칙 중 하나가 가능하면 60세가 넘으면 책임있는 자리에 있지 말자는 것이다” 이렇게 말했던 사람입니다. 유씨가 1959년생, 올해 62세입니다.
유씨의 재등장은 무슨 의미일까요. 보궐선거 패배로 상처받은 친문 진영을 달래기 위한 제스처일까요, 1년 후 대선을 보는 포석일까요.",조선일보
2021.04.07,서울 투표율 50% 훌쩍 넘길 듯... 서초구 오후 1시 44.6% 최고,김승재 기자,"4·7 서울·부산시장 보궐선거 투표 당일인 7일 오후 1시 현재 투표율은 서울 40.6%, 부산 35.5%로 나타났다. 사전투표와 거소투표(우편투표)가 합산된 수치다. 정치권에선 투표율이 50%는 어렵지 않게 넘을 것이란 전망이 나오고 있다.
서울에서는 서초구가 44.6%로 가장 높았고 송파구(42.7%), 종로구(42.3%), 강남구·양천구(각 42.2%)가 뒤를 이었다.
가장 낮은 지역은 금천구(36%) 중랑구(37.5%) 관악구(37.8%) 강북구(38.2%) 강서구(39.1%) 순이다.
2018년 6·13 지방선거 당시 같은 시각 기준 투표율은 서울 41.3%, 부산 41.0%였다. 현재 투표율은 3년 전보다 서울이 0.7%포인트, 부산은 5.5%포인트 낮은 수준이다.
서울과 부산을 합산한 오후 1시 기준 투표율은 39.3%다. 2018년 지방선거 전국 투표율(최종 60.2%)은 43.5%였고, 지난해 21대 총선 전국 투표율(최종 66.2%)은 49.7%였다.",조선일보
2021.04.03,박영선 “오세훈 시대 역행” 오세훈 “종이돌멩이 모아달라”,김형원 기자,"여야(與野)서울시장 후보들은 사전투표 마지막 날인 3일 궃은 날씨에도 한 표를 호소하는 ‘우중(雨中)유세전’에 돌입했다. 더불어민주당 박영선 후보는 “시대에 역행한다”면서 국민의힘 오세훈 후보를 비판했다. 오 후보는 “투표용지라는 종이돌멩이를 모아달라”면서 정권심판론으로 맞받았다.
박 후보는 이날 서울 종로구 캠프에서 사회적기업 관계자들과 만나 “사회적 경제분야는 코로나 사태 이후 굉장히 확대될 수 있는데 오 후보가 없애겠다고 해서 놀랐다”면서 “시대의 흐름에 역행하고 퇴보하고 있는 것”이라고 했다. 그러면서 “정말 낡은 행정의 사고라는 생각을 많이 했다”며 “(오 후보가) 시대 흐름을 꺾을 수는 없다”고 강조하기도 했다.
야당에서 비판하는 자신의 공약인 ‘수직정원’을 강조하기도 했다. 박 후보는 “제가 수직정원을 만들면 일자리가 생긴다고 강조했다”며 “관리 문제 때문에 실패한다고 하는데, 시민 정원사를 통해 산소 배출이 많은 건강한 도시로 가는 것”이라고 말했다.
오 후보는 이날 오전 아내인 송현옥 세종대 교수와 사전 투표하는 일정으로 이날 유세를 시작했다. 이후 서울 강남구로 이동해서 문재인 정부의 부동산 정책에 대해 “대체 뭘 반성한 것이냐”라면서 맹공을 퍼부었다. 오 후보는 “강남에 집 한 채 있는 사람이 무슨 죄인인가”라며 “누가 집값 올려달라 해서 부동산 가격이 올랐느냐”고 했다. 그러면서 “투표용지 하나 하나는 힘이 없지만 모이면 돌멩이처럼 힘이 생긴다”면서 “어제 오늘 투표하신 분들이 빨간 도장을 찍은 건 이 정부에 보내는 종이 돌멩이”고 했다.
서울 용산역 광장 계단에서 열린 유세에서는 야권 단일화를 이룬 국민의당 안철수 대표도 함께 했다. 안 대표는 “문재인 정부는 파도 파도 괴담만 나오는 파파괴 정부”라면서 “2번 오 후보를 찍어주셔야 파파괴 정권도, 박원순 전 시장 성추행도 심판하고 낙후된 지난 10년의 서울을 바로잡을 수 있다”고 했다.",조선일보
2021.04.12,퇴임 앞둔 丁총리 이제야… “낡은 이념 투쟁은 끝내자”,주희연 기자,"정세균 국무총리가 11일 대한민국 임시정부 수립 102주년 기념 메시지에서 “나의 옳음으로 상대를 적으로 규정하는 낡은 이념 투쟁은 이제 끝내야 한다”고 밝혔다. 정 총리는 이날 페이스북을 통해 “그동안 우리 정치는 너무 오랫동안 자신들만의 옳음을 강요해왔다. 강퍅한 옳음은 분열과 폭력을 수반한다”며 이같이 말했다. 여당의 4·7 재·보궐선거 참패 원인으로 독선이 거론되는 상황에서 ‘협치’를 강조한 것이란 해석이 나왔다.
정 총리는 이날 “대한민국 임시정부는 건국의 기본이념으로 조소앙 선생의 삼균주의(三均主義)를 채택했다”며 “패자도 승자도 함께 이기는 민주주의가 성숙한 민주주의며 곧 삼균주의의 지향점”이라고 했다. 그는 또 “임시정부 역사 동안 가장 활동이 왕성했던 시기가 바로, 좌우가 연대하고 협력할 때”라며 “선열들의 연대와 협력의 정신을 이어받아 지금의 위기를 이겨내고 대한민국의 새로운 그날을 위해 함께 나아가자”고 했다. 그러면서 “제 이름 정세균(丁世均)의 뜻처럼 ‘세상을 균등히 고르게 하는 고무래’가 되고 싶다”고 했다.
정 총리는 전날엔 페이스북에 과거 중졸 검정고시를 준비하던 시절 사진을 올리고 “저 역시 검정고시 출신으로 형편이 어려워 중학교에 진학하지 못했다. 가난하다고 꿈조차 가난할 순 없다”고 했다. 정 총리의 이런 메시지를 두고 민주당에선 조만간 사임할 것으로 알려진 정 총리가 ‘화합’과 ‘격차 해소’를 내걸고 대선 경쟁에 뛰어들겠다는 뜻을 나타낸 것이란 말이 나왔다. 이란에 억류된 우리 선장 석방 문제를 해결하기 위해 이날 이란으로 출국한 정 총리는 다음 주중 문재인 대통령에게 사의를 밝힐 것으로 알려졌다. 민주당 일각에선 “정 총리가 그동안 정부·여당의 실책에 침묵해오다, 재·보선에 참패하자 목소리를 내는 것 아니냐”는 말도 나왔다.",조선일보
2021.04.23,[단독] 주사기 한달 20만개 생산 회사에 하루 20만개 주문한 정부,주형식 기자,"섬유질 이물질이 발견된 ‘최소 잔여형(LDS)’ 주사기를 공급한 두원메디텍사(社)가 계약 물량을 맞추려 밤샘 작업까지 하며 하루 20만개씩 생산했던 것으로 22일 나타났다. 이 회사는 과거엔 한 달에 20만개 정도를 생산했던 터라, 납품 일정을 무리하게 맞추려다 품질 관리에 소홀했던 것 아니냐는 지적이 나온다. 야당에선 “정부가 국민 안전이 걸린 주사기 생산 책임을 중소기업에만 맡기고 품질 관리에 뒷짐을 졌던 것 아니냐”고 했다.
식품의약품안전처는 지난 2월 27일 불량 주사기를 공급한 두원메디텍 공장을 찾아 현장 조사를 벌였다. 그 결과 해당 공장은 ‘멸균’ 주사기를 생산할 수 있는 환경을 제대로 갖추지 못했던 것으로 조사됐다. 식약처가 국민의힘 조명희 의원에게 제출한 자료를 보면 식약처는 현장 조사 후 “공장 작업실 내 공기 조화 장치 및 필터 노후화로 공기 질이 저하됐고, 출입구가 많아서 외부 오염 물질 유입이 가능했다”고 분석했다. 또 정밀한 장비 없이 작업자 눈으로만 불량품을 골라내다 보니 이물질 주사기를 걸러내는 데 한계가 있었다고 한다. 특히 식약처는 두원메디텍이 정부와 계약한 납품 물량을 맞추느라 하루에 20만개씩 만들면서 밤샘 작업을 하는 등 장비·작업자 피로도가 누적된 것도 주사기 불량에 영향을 끼친 것으로 봤다.
정부가 싼값에 최소 잔여형 주사기를 대량 확보하는 데 초점을 맞춘 것도 주사기 불량 요인 중 하나로 꼽힌다. 질병관리청은 지난 1월 말 LDS 주사기 2750만개에 대한 입찰 공고를 냈다. 이 입찰에 참여한 업체는 국내 LDS 주사기 생산 업체 4사 가운데 두원메디텍 한 곳뿐이었다. 두원메디텍은 26억9500만원에 사업을 따냈다. 이 가운데 운송비와 부가세를 제외하면 주사기 1개당 추정 단가가 99원이었다. 이처럼 저가 수주를 하다 보니 품질 관리에 한계가 있었던 것 아니냐는 것이다. 지난 2월 문재인 대통령이 방문해 칭찬했던 풍림파마텍의 주사기 가격은 두원메디텍 제품의 9~10배 수준으로 알려졌다. 풍림파마텍은 중소벤처기업부와 삼성전자의 상생형 스마트공장 프로그램 지원을 받아 한 달 만에 주사기를 월 1000만개 이상 생산할 수 있는 체계를 구축했지만 국내에 공급 계약은 하지 않았다.
불량 주사기 사용에 따른 이상 반응이 없다는 방역 당국 설명에도 의구심이 제기된다. 정은경 질병관리청장은 지난 19일 주사기 이물질에 따른 이상 반응 가능성에 대해 “아직 확인된 바 없다”고 했다. 하지만 식약처는 조명희 의원에게 제출한 자료에서 “2015년 비경구 약물협회지에 게재된 일부 연구에 따르면 이물질 주사기 사용 시 발열(temperature), 불쾌감(feeling weak) 등이 나타날 수 있다”고 했다. 조 의원은 “정부가 백신 수급과 주사기 이물질 문제와 관련한 정보를 투명하게 공개해야 한다”고 했다.",조선일보
2021.04.15,송영길 “‘조국 사태'는 지나간 일... 갇혀 있으면 안돼”,노석조 기자,"더불어민주당 송영길 의원은 ‘조국 사태’에 대해 “지나간 일”이라며 ‘갇혀 있으면 안 된다’고 했다.
송 의원은 이날 MBC라디오 ‘김종배의 시선집중’에서 ‘조국 사태’와 관련 “논쟁을 벌일 문제가 아니다”고 말했다. 이에 진행자가 ‘조국 문제에 갇혀 있으면 안 된다는 말이냐’고 묻자, 송 의원은 “그렇다”면서 “조국 자체에 여러 양면성이 있는데, 균형 있게 국민 목소리를 듣고 소화하겠다”고 했다.
송 의원은 최근 민주당 초선의원 5명이 조국 사태를 4·7 서울·부산 보궐선거 패인 중 하나로 거론했다가 강성 지지층에 문자 폭탄 등을 당한 데 대해선 “당이 큰 패배를 당했는데 왜 이 정도의 논란이 없겠는가”라고 했다. 그러면서 “과거 민주당에 안철수, 김한길 있었던 때는 서로서로 공격하고 무너뜨리려고 하는 분열적 모습이었지만 지금은 상호 존중하면서 균형 있게 의견을 수렴해가고 있다”고 했다.
다만 “이견을 말 못하게 하는 이런 풍토는 바꿔야 된다, 누가 숨을 쉬겠어요”라며 “민주정당에서 모든 자유로운 토론이 보장돼야 한다”라고 했다. 그러면서 “당원들 논쟁이야 인터넷상에서 (하기에) 별도의 문제며 그걸 동력으로 승화시켜나가는 것은 우리 국회의원들”이라며 “국회의원들 사이에서는 서로 존중하면서 얘기 들어주고 있다”고 했다.",조선일보
2021.03.23,임종석 ‘박원순 향기’ 페북에... 정의당 “참 몹쓸 사람”,오경묵 기자,"정의당은 23일 임종석 전 청와대 비서실장이 고(故) 박원순 전 서울시장을 옹호하는 글을 올린 데 대해 “공허한 사과가 부른 2차 가해”라고 지적했다.
정호진 정의당 수석대변인은 이날 오전 브리핑에서 임 전 실장의 글을 가리켜 “참담하다. 더불어민주당은 2차 가해가 선거 전략인가”라며 이 같이 말했다.
정 수석대변인은 “우상호 민주당 의원의 박원순 계승 발언을 잇는 찬양”이라며 “두둔 발언으로 성폭력에 대한 민주당의 인식 수준이 어느 정도인지 적나라하게 보여 준다”고 했다.
그는 “대통령 비서실장까지 지낸 임종석씨는 이번 서울시장 보궐선거가 어떤 이유로 치러지는지 모르지 않을 터인데, 선거를 목전에 두고 대놓고 2차 가해를 하는 것은 매우 악의적이기까지 하다”며 “피해자를 겨냥한 노골적인 2차 가해를 한 임종석씨는 참으로 몹쓸 사람”이라고 했다.
그러면서 “여전히 고 박원순 전 시장에 대한 찬양과 두둔의 발언이 이어지고 있다”며 “피해자의 일상 복귀를 방해하는 정당이 1000만 서울시민들의 삶을 책임질 수 있나. 결국 민주당 지도부와 박영선 후보의 사과는 서울시장 재보궐선거를 앞두고 마지못해 한 시늉에 불과했다고 밖에 볼 수 없다”고 했다.
정 수석대변인은 “민주당은 즉각 2차 가해를 중단하라. 지속적인 2차 가해는 범죄”라며 “민주당 지도부와 박영선 서울시장 후보의 사과가 진정성이 있다면 즉각 임종석씨에 대한 당 차원의 조치를 취해야 한다. 그것이 진정성을 확인할 수 있는 길”이라고 했다.
임 전 실장은 이날 페이스북에 “박원순은 정말 그렇게 몹쓸 사람이었나”라며 “청렴이 여전히 공직자의 중요한 윤리라면 박원순은 내가 아는 가장 청렴한 공직자였다”고 썼다. 또 “박원순은 미래 가치와 생활 이슈에 가장 민감하고 진취적인 사람이었다”, “용산 공원의 숲 속 어느 의자엔가는 매순간 사람의 가치를 높이고자 치열했던 박원순의 이름 석자를 소박하게나마 새겨 넣었으면 좋겠다”고 썼다.
임 전 실장은 또 “인사동을 걸을 때, 연대 앞과 연남동을 지날 때, 널찍해진 덕수궁 앞 인도를 지나 서울 광장을 가로지르는 사람들을 볼 때, 광장 확장 공사로 불편해진 광화문을 지날 때도 주행보다 보행을 강조하던 박원순을 생각한다”고 했다.
또 “완전히 참여와 자치의 공간으로 변모한 주민센터와 여기저기 숨 쉬는 마을 공동체, 그리고 생활 복지의 패러다임을 바꾼 찾아가는 동사무소, 찾동에서도 박원순의 향기를 느낀다”고 했다.
임 전 실장은 2014년 박원순 시장 후보 캠프 총괄본부장을 거쳐 2014~2015년 서울시 정무부시장으로 박 전 시장을 보좌했다.
",조선일보
2021.04.10,WHO “5월 전 대북 코로나 백신 공급 어려워”,노석조 기자,"북한에 코로나 백신 공급이 예정보다 늦어질 전망이다.
백신 공동구매 국제 프로젝트인 ‘코백스 퍼실리티’가 북한에 제공할 신종 코로나바이러스 감염증(코로나19) 백신 공급이 예정보다 지연될 전망이다.
에드윈 살바도르 세계보건기구(WHO) 평양사무소장은 “코백스 협의체를 주도하는 세계백신면역연합(GAVI)이 지난달 25일 북한 당국에 백신 공급이 지연될 것이라고 통보했다”며 “5월 이전에는 북한에 백신이 공급되지 않을 것으로 보인다”고 밝혔다고 미국의소리(VOA) 방송이 10일 보도했다. 코백스 협의체는 백신 공동구매 국제 프로젝트를 총괄하고 있다.
다만, 살바도르 소장은 이와 같은 공급 지연은 북한에 국한된 것이 아니라 코백스로부터 백신을 받는 모든 국가에 적용되는 것이라고 했다.
살바도르 소장은 앞서 북한이 작성해 제출한 백신 보급·접종 계획에 일선 의료인과 노인 등에 대한 접종 우선순위가 명시돼 있었다고 말했다.
앞서 코백스는 북한에 인도 혈청연구소(SII)가 생산한 아스트라제네카 코로나19 백신 199만2000 회분을 배정하고 이 가운데 170만4000 회분을 5월까지 전달하겠다고 밝혔다.",조선일보
2021.03.28,서울 대선후보 윤석열 27.6%로 선두...2주만에 5%p 상승,이슬비 기자,"조선일보·TV조선이 지난 27일 칸타코리아에 의뢰해 서울 유권자 803명을 대상으로 실시한 조사에서 여야(與野)의 차기 대선 후보군 8명 중 ‘누가 대통령이 되는 것이 좋다고 생각하는가’라고 물었다. 그 결과 윤석열 전 총장이 27.6%로 선두였다. 윤 전 총장은 야권 서울시장 후보 단일화를 앞두고 지난 13일 실시한 같은 조사에서 22.7%였는데, 2주 만에 5%포인트가량 지지율이 올랐다. 야권 후보 단일화로 인한 컨벤션 효과(경선 직후 지지율이 상승하는 현상)가 윤 전 총장 지지세에도 반영됐다는 분석이다.
윤 전 총장에 이어 더불어민주당 소속 이재명 경기지사가 19.5%로 2위였다. 다음은 이낙연 전 민주당 대표(8.8%), 안철수 국민의당 대표(6.2%), 유승민 전 국민의힘 의원(3.3%), 홍준표 무소속 의원(3.0%), 심상정 정의당 의원(1.4%), 정세균 국무총리(1.1%) 순이었다. 이념 성향을 보수라고 답한 응답자에게선 윤 전 총장(44.2%)이 이 지사(9.0%)를 크게 앞섰지만, 진보층에선 이 지사(37.5%)가 윤 전 총장(9.1%)에게 큰 차이로 앞섰다. 중도층에선 윤 전 총장 27.4%, 이 지사 19.3%, 이 전 대표 6.3% 등이었다. 연령별로 20·30·40대는 이 지사가 앞섰고 50대와 60대 이상에선 윤 전 총장이 선두였다. 민주당 지지층에선 이 지사 42.2%, 이 전 대표 25%였다. 국민의힘 지지층에선 55.4%, 국민의당에선 38.1%가 윤 전 총장을 지지했다.
이번 조사에서 부산 시민은 30.8%가 윤 전 총장을, 15.8%가 이 지사를 지지했다. 이어 이 전 대표 9.7%, 홍 의원 6.1%, 안 대표 4.9%, 유 전 의원 2.4%, 정 총리 1.7%, 심 의원 0.4% 등이었다.
서울과 부산의 18세 이상 803명씩을 대상으로 한 이 조사의 표본오차는 95% 신뢰수준에서 ±3.5%포인트다. 두 지역 모두 휴대전화(85%)와 집 전화(15%)를 활용해 실시했다. 표본은 2021년 2월말 행정안전부 주민등록인구 기준으로 성별․연령별․지역별로 비례할당 추출했고 인구 비례에 따른 가중치를 부여했다. 서울 조사의 응답률은 25.3%, 부산 조사는 25.2%다(중앙선거여론조사심의위원회 참조).",조선일보
2021.04.07,"배현진 “안철수 대표에 감사드린다, 우리는 하나”",김명성 기자,"배현진 국민의힘 의원은 4·7 보궐선거의 방송3사 출구조사 결과 오세훈 국민의힘 서울시장 후보의 우세가 점쳐지자 “어려운 기회 주심을 감사드린다”고 말했다. 야권 단일화를 이룬 안철수 국민의당 대표를 향해 “우리는 하나”라며 감사를 전했다.
배 의원은 7일 페이스북에 “아직 출구조사 결과일 뿐”이라면서도 “감사하고 또 감사하다”고 말했다.
그는 “출구조사 발표 뒤 눈물 삼키는 오 후보의 그간 심정, 말씀 안 드려도 알 것. 얼마나 죄송했겠나. 저희 국민의힘 모두의 마음이 하나”라며 “저희 본분을 잊지 않고, 언제나 겸손하고 성실하게 일하겠다”고 약속했다.
야권 단일화를 이룬 안철수 국민의당 대표를 향해 “통합의 약속 지키고, 가장 큰 힘이 돼 준 안 대표와 국민의당 가족들께도 감사하다”며 “우리는 하나”라고 강조했다.
한편 KBS, MBC, SBS 등 지상파 방송 3사는 이날 치러진 서울시장 보궐선거에서 국민의힘 오세훈 후보가 59%를 얻어 더불어민주당 박영선 후보(37.7%)에 승리할 것이라는 출구조사 결과를 발표했다.
부산시장 보선에서도 국민의힘 박형준 후보가 64%를 득표해 민주당 김영춘 후보(33%)를 크게 앞설 것으로 예측됐다.",조선일보
