date,title,press,reporter,content,summary,sentiment
2020.11.03.,"홍준표 ""호남 가서 벼락치기?...김종인, 속 좁은 좁쌀 정치""",프레시안,이명선,"홍준표 무소속 의원이 김종인 국민의힘 비상대책위원장을 겨냥해 ""속 좁은 좁쌀 정치""를 하고 있다고 각을 세웠다. 홍 의원은 지난 2일 자신의 페이스북에 ""내년 4월 서울·부산시장 보궐 선거가 심상치 않다""면서 ""24개 구청장과 80% 이상 지방의원을 가진 민주당이 압도적인 조직선거, 관권선거를 하게 될 것""이라고 호언했다. 이어 ""'민주당 2중대' 정책으로 마음이 떠나버린 느슨한 우리 지지층과 와해된 서울 지역 당협 조직""을 지적하면서 ""이런(코로나19 사태와 부동산 문제 등) 문재인 정권의 악정(惡政)에도 불구하고 과연 우리가 이길 수 있을지 참으로 의문""이라고 밝혔다. 홍 의원은 ""더구나 김종인 비대위원장이 이미 우리당(국민의힘) 후보들을 모두 폄하해 버려 어느 후보가 선택받더라도 상처뿐인 출마가 될 것은 자명한 이치""라며 ""그런데도 불구하고 아무런 대책 없이 우리끼리 쪼개고 제외하는 '속 좁은 좁쌀 정치'를 어떻게 우리 지지층들이 받아 주겠나""라고 목소리를 높였다. 홍 의원은 ""부산시장 선거도 별반 다를 바 없다""면서 와해된 조직과 가덕도 신공항 건설 발표 등을 예로 들어 ""무슨 타개책으로 돌파하겠는가""라고 직격했다. 그는 ""태극기 세력이 가장 강한 부산에서 그 세력을 업고 정규재 <펜앤드마이크> 주필이 출마하려고"" 한다면서 ""(김 위원장이) 아무나 나서면 찍어 주는 부산으로 얕잡아 보고 초선의원에게 출마 종용도 하고 다른 중진이나 다선 의원들은 배제하면서 부산 시장 감이 없다고 질러댔으니 부산 사람들이 뿔이 나도 단단히 났다""고 주장했다. 홍 의원은 김 위원장의 잇따른 호남행을 비난하기도 했다. 그는 ""어제 우리당 최대 지지 지역인 TK에서 민주당 34%, 우리당 30%로 역전되는 초유의 사태가 벌어졌는데도 보궐 선거도 없는 호남에 가서 표 구걸이나 한가하게 하고 있으니, 참으로 보궐선거를 앞두고 하는 모습들이 가관""이라고 비꼬았다. 그는 ""호남에 가서 벼락치기 공들인다고 서울·호남 분들이 보궐 선거 때 우리당으로 즉시 돌아오겠습니까?""라고 반문하면서 ""김종인 위원장이야 그냥 나가 버리면 그만이지만, 이 당을 지켜온 우리들만 또다시 형극의 길을 걷게 될 것""이라고 했다. 홍 의원은 나훈아의 <테스형> 가사에 빗댄 ""야당이 왜 이래?""가 ""우리 지지층들의 아우성""이라며 김 위원장을 거듭 비난했다. 지난 1일 한국갤럽에 따르면, 더불어민주당 지지율은 40%, 국민의힘 지지율은 20%로 조사됐다. 특히 TK에서 민주당 지지율은 34%로, 국민의힘 지지율 30%보다 높게 나왔다. 해당 조사는 지난달 27~29일 1001명을 대상으로 조사했으며 표본오차는 95% 신뢰수준에서 ±3.1%포인트다.","여당인 더불어민주당의 지지를 기반으로 부산에서 유세를 하고 있는 김종인 국민의힘 비상대책위원장에 대해 ""속 좁은 좁쌀 정치""라며 비판했다. 홍 의원은 ""더구나 김종인 비대위원장이 이미 우리당 후보들을 모두 폄하해 버려 어느 후보가 선택받더라도 상처뿐인 출마가 될 것을 자명한 이치""라며 ""'속 좁은 좁쌀 정치'를 어떻게 우리 지지층들이 받아 주겠나""라고 했다. 홍 의원은 ""'코로나19 사태와 부동산 문제 등) 문재인 정권의 악정에 also 불구하고 우리가 승리할 수 있을지 참으로 의문""이라고 밝혔다.",0.130802512
2020.11.01.,"홍준표 ""국민의힘, 민주당 2중대냐"" 일갈",프레시안,서어리,"홍준표 무소속 의원이 국민의힘을 향해 ""당이 추구하는 새로운 길이 민주당 2중대 정당이냐""며 비판했다. ""도살장 끌려가는 소가 되려 하느냐""면서 원색적인 비난도 마다치 않았다. 홍 의원은 1일 자신의 페이스북에 ""웬만하면 참고 기다리려고 했다. 그러나 당이 추락하는 것은 참기 어렵다""며 이같이 말했다. 홍준표 의원은 ""상임위원장 다 내주고, 맹탕 국정감사하고, 공수처 내주고, 예산 내주고, 이젠 의료대란의 원인을 제공한 공공의대도 내주겠다고 한다""며 국민의힘의 무기력한 모습을 지적했다. 또 ""대인정치(大人政治)하라고 그렇게 충고해도 자기 식구들은 온갖 이유를 들어 이리저리 쪼개고 내치고 민주당에서 쫓겨난 초선의원 출신에게는 쫓겨나자마자 쪼르르 달려가고 문재인 대통령 주구(走狗) 노릇을 하면서 정치 수사로 우리를 그렇게도 악랄하게 수사했던 사람을 데려오지 못해 안달하는 정당이 야당의 새로운 길이냐""고 했다. 국민의힘이 민주당을 탈당한 금태섭 전 의원과 윤석열 검찰총장을 영입하려는 움직임에 대해 일침한 것. 그는 ""답답하고 답답하다. 103명의 국회의원 중 당을 맡아 운영할 제대로 된 사람이 단 한 사람도 없느냐""면서 ""탄핵도 그래서 당한 것이다. 한 번 당했으면 두 번은 당하지 말아야 한다. 또 세월 뒤에 숨어서 기웃거리다가 폭망할 건가""라고 했다. 이같은 홍 의원의 지적에 원희룡 제주도지사가 ""우리는 적서 논쟁을 벌일 형편이 아니""라며 맞받아쳤다. 원 지사는 이날 자신의 페이스북에 ""메르켈이 독일 보수의 적장자였나? 아니면 트럼프가 미국 보수의 적장자였나? 세종대왕도 셋째 아들이었다""며 ""그런 것 하나도 안 중요하다""고 했다. 그러면서 ""왜 우리 당이 김종인 비대위원장을 모셔왔나? 우리의 잘못으로 계속 졌기 때문에 영입한 것""이라며 ""지금 김종인 비대위는 패배의 그림자를 지우는 중이다. 시간을 더 줘야 한다""고 주장했다. 이어 ""새 그림을 그리는 것은 홍 전 대표와 원희룡이 할 일""이라며 ""지금은 비대위를 중심으로 힘을 모을 때다. 비대위를 흔들 때가 아니""라고 강조했다.","홍준표 무소속 의원은 1일 국민의힘을 향해 ""당이 추구하는 새로운 길이 민주당 2중대 정당이냐""고 비판했다. 그는 ""대인정치하라고 충고해도 자기 식구들은 온갖 이유를 들어 이리저리 쪼개고 내치고 민주당에서 쫓겨난 초선의원 출신에게는 쫓겨나자마자 쪼르르 달려가고 문재인 대통령 주구 노릇을 하면서 정치 수사로 우리를 그렇게도 악랄하게 수사했던 사람을 데려오지 못해 안달하는 정당이 야당의 새로운 길이냐""고 했다.",0.951560915
2020.10.29.,"윤석열 잘 모시겠다던 홍준표 ""MB 기소한 사람이 야권 대선후보? 코미디""",프레시안,이명선,"무소속 홍준표 의원이 이명박 전 대통령에 대한 법원의 징역 17년 확정 판결을 비판하며 ""역사에 남을 최악의 정치 판결, 코드 사법 판결""이라고 주장했다. 홍 의원은 29일 자신의 페이스북에 글을 올리고 ""오늘 대법원 선고를 보니 참 어이가 없다. 다스회사는 가족회사인데 이명박 전대통령 형은 자기 회사라고 주장했고 이 대통령도 형 회사라고 했는데 아무 것도 모르는 운전사의 추정 진술만으로 그 회사를 이명박 회사로 단정 짓고 이를 근거로 회사자금을 횡령 했다고 판결했다""고 주장했다. 홍 의원은 또 ""박근혜 전 대통령 제3자 뇌물 혐의도 마찬가지다. 최순실을 도와 주기 위해서 경제계의 협조를 받았다는 미르재단, K스포츠 재단을 뇌물로 판단 한다면 역대 대통령중 뇌물로 걸리지 않을 대통령이 어디 있는가""라며 ""지금 문재인 대통령은 이로부터 자유로운가""라고 주장했다. 홍 의원은 ""문(재인) 정권의 주구가 되어 이런 억지 기소를 한 사람을 야권 대선 후보 운운 하는 것도 희대의 코메디 일 뿐만 아니라 문 정권에 동조하여 이런 정치판결, 코드판결에 대해 이를 사과 운운하는 것도 야당의 태도가 아니다""라고 주장했다. 서울중앙지검장 시절 이 전 대통령 수사를 지휘한 윤석열 검찰총장을 함께 싸잡아 비판한 것이다. 앞서 홍 의원은 윤석열 검찰총장의 국정감사 답변을 보며 ""그 정도 정치력이면 여의도판에서도 충분히 통할수 있는 대단한 정치력""이라며 ""잘 모실테니 정치판으로 오십시오""라고 말한 적이 있다. 홍 의원은 ""문 정권도 야당 지도부도 정상적이지 않다. 세상이 정말 왜 이렇게 돌아 가고 있는가""라고 덧붙였다.","홍 의원은 29일 이명박 전 대통령에 대한 법원의 징역 17년 확정 판결을 ""역사에 남을 최악의 정치 판결, 코드 사법 판결""이라고 비판했다. 그는 ""문 정권의 주구가 되어 이런 억지 기소를 한 사람을 야권 대선 후보 운운 하는 것도 희대의 코메디 일 뿐 아니라 문 정권에 동조하여 이런 정치판결, 코드판결에 대해 사과를 운운하는 것도 야당의 태도가 아니다""라고 주장했다.",0.010249318
2020.10.27.,"홍준표, 김종인 겨냥 ""극우라 손절, 강성이라 배제? 항복하겠다는 건가""",프레시안,이명선,"홍준표 무소속 의원이 김종인 국민의힘 비상대책위원장을 겨냥해 ""초보 훈련병만으로 공성하겠다는 것은 항복하겠다""는 것이라고 하는 등 우회적으로 자신에 대한 '복당 불허' 상황을 비판했다. 홍 의원은 27일 자신의 페이스북에 ""공성대전(功城大戰)을 할 때는 아군의 전력은 언제나 성(城)을 지키는 적의 3배 이상 전력이 되어야 전쟁을 시작한다""며 ""그것은 성(城)이라는 장벽과 수성하고자 하는 집요함을 격파하려면 적의 3배 이상의 병력이 있어야 공성대전을 치를 수 있다는 뜻""이라고 주지했다. 홍 의원은 ""이미 대한민국은 정권교체가 최근 10년 주기로 되어 가고 있고, 상대방은 입법, 사법, 행정을 장악한 데 이어 방송·신문·여론조사 기관까지 장악하고 있는 마당에 (국민의힘은) 병력도 민주당의 절반밖에 안 되고 결기도 보이지 않는""다며 ""그 안에서 저 세력은 극우라서 '손절'하고, 저 사람은 강성이라서 배제하고, 저 사람은 나와 악연이 있어서 배제하고, 저 사람은 내가 당권을 잡는데 방해가 되니 배제하고, 초보 훈련병만으로 공성(功城)을 하겠다는 것은 요행수를 바라고 있거나 아예 전투를 하지 않고 항복할 테니 잘 봐 달라는 신호를 보내는 것과 다름이 없다""고 지적했다. 극우세력과 거리 두기를 하고 있는 김 비대위원장은 무소속 의원들의 복당 문제와 관련해 ""당의 변화와 관련해 어떤 역할을 할 수 있는지를 고려해 결정하겠다""는 입장이다. 홍 의원은 이를 의식한 듯 ""이리 쪼개고 저리 쪼개어 작은 성을 만들어 작은 성의 성주(城主)라도 하겠다는 발상은 오히려 그 작은 성주도 못 하게 되는 궤멸이 또 올 수도 있다. 이미 한 번 궤멸되었다가 겨우 거병(擧兵)한 사람들이 아직도 덜 당해서 이러는 것인가?""라며 ""답답하고 안타깝다""고 토로했다. 그러면서 ""일모도원(日暮途遠)이라는 말은 이때 하는 말인 것 같다""고 덧붙였다. 일모도원은 '날은 저물고 갈 길은 멀다'는 의미다.","홍 의원은 김종인 국민의힘 비상대책위원장이 초보 훈련병만으로 공성하겠다는 것은 요행수를 바라고 있거나 아예 전투를 하지 않고 항복하겠다는 신호를 보내는 것이라고 지적했다. 또한 김 비대위원장은 무소속 의원들의 복당 문제와 관련해 ""당의 변화와 관련해 어떤 역할을 할 수 있는지를 고려해 결정하겠다""는 입장이다. 홍 의원은 ""이미 대한민국은 정권교체가 최근 10년 주기로 되어 가고 있고, 상대방은 입법, 사법, 행정을 장악한 데 이어 방송·신문·여론조사 기관까지 장악하고 있는 마당에 국민의힘이 병력도 절반밖에 안 되고 결기도 보이지 않는 마당에 초보 훈련병만으로 공성하겠다는 것은 요행수를 바라고 있거나 아예 전투를 하지 않고 항복하겠다는 신호를 보내는 것과 다름이 있다""고 지적했다.",0.917259395
2020.10.23.,"홍준표 ""윤석열, 잘 모실테니 정치판으로 오라""",프레시안,이명선,"홍준표 무소속 의원이 거듭된 법무부 장관과 검찰총장 갈등에 ""진흙탕 개싸움에 짜증 난다. 둘 다 물러나라""며 추미애 장관에게는 정계 은퇴를, 윤석열 총장에게는 정치 입문을 권유했다. 홍 의원은 23일 자신의 페이스북에 ""때아닌 '부하' 논쟁으로 국회 법제사법위원회 국감장이 소란스러웠다는 말을 듣고 '참 법조인답지 않은 말들을 하고 있다'고 생각했다""며 이 같이 밝혔다. 검사 출신인 홍 의원은 법무부와 검찰이라는 조직의 특수성 및 논란이 된 수사지휘권 문제를 짚었다. 그는 ""법무부는 유일하게 장관급이 둘이나 있는 특이한 조직이다. 법무부 장관과 장관급인 검찰총장이 그것""이라면서 ""특히 인사에서는 관례상 총장과 협의를 하곤 있지만, 이는 장관의 전권""이지만 ""장관은 구체적인 사건에 관해서는 일선 검찰을 지휘할 수가 없고 총장을 통해서 구체적인 사건을 지휘할 권한을 갖는다""고 했다. 홍 의원은 2005년 강종구 교수 국가보안법 사건과 관련해 천정배 장관의 불구속 수사 지시가 부당하다며 강 교수를 구속 기소하고 사표를 낸 김종빈 검찰총장 사례를 언급하며, 윤석열 총장에게 ""추미애 장관의 연이은 수사지휘권 발동이 부당하다고 생각했다면 당당하게 이를 거부했어야 한다""고 지적했다. 이어 ""상식에 어긋 나는 어처구니없는 장관의 수사지휘권 발동을 두 번이나 수용하고도 대통령이 아직도 신임하고 있다는 것을 이유로 계속 총장을 하겠다는 것은 자가당착""이라고 비판했다. 홍 의원은 ""같은 편끼리 서로 영역 싸움을 하는 것도 한 번 두 번이지, 아무런 명분 없이 니전투구(泥田鬪狗, 진흙탕에서 싸우는 개)하는 것은 보는 국민만 짜증 나게 한다. 둘 다 물러나라""면서 ""추미애 장관은 이제 그만 정계 은퇴하고, 윤석열 총장은 사퇴하고 당당하게 정치판으로 오라. 잘 모시겠다""고 했다. 그러면서 ""그게 공직자의 올바른 태도""라고 훈수를 뒀다.","홍준표 무소속 의원이 추미애 법무부장관과 검찰총장의 갈등에 ""둘 다 물러나라""며 정계 은퇴를, 윤석열 총장에게는 정치 입문을 권유했다. 홍 의원은 법무부와 검찰이라는 조직의 특수성 및 논란이 된 수사지휘권 문제를 짚었다. 홍 의원은 추 장관이 구체적인 사건에 관해서는 일선 검찰을 지휘할 수가 없고 총장을 통해서 구체적인 사건을 지휘할 권한을 갖는다고 했다.",0.281278968
2020.10.21.,"홍준표 ""라임·옵티머스, 문재인 정권 몰락의 시작""",프레시안,이명선,"홍준표 무소속 의원이 국민의힘을 향해 ""라임·옵티머스 특검을 관철시키지 못하면 '2중대 정당'이라는 비난을 면하기 어려울 것""이라며 특검 관철을 주문했다. 홍 의원은 지난 20일 자신의 페이스북에 ""문재인 정권 초기 그 서슬 시퍼렇던 시절에도 김성태 자유한국당 원내대표는 노숙 단식 투쟁으로 '드루킹 특검'을 관철한 바 있다""고 운을 뗐다. 그러나 홍 의원은 ""그 후 특검 조사 결과 윗선이 연루되었다는 강한 의혹이 있었음에도 불구하고 황교안-나경원 체제는 '드루킹 상선특검(上線特檢)'을 추진하지 않고 그대로 뭉개는 바람에 정국 주도권을 잃고 끌려다니다가 장외투쟁 시늉만 하고 거꾸로 패스트트랙 사건으로 전현직 의원 24명을 법정에 세웠고 종국에 가서는 막천으로 총선에 참패했다""고 주장했다. 이어 ""지금은 '드루킹 특검' 때와는 다른 이 좋은 호기에 라임·옵티머스 특검을 받아내지 못한다면 야당은 문을 닫아야 한다""며 ""야당은 국민의 분노를 대신해야 제대로 된 야당 대접을 받는다""고 강조했다. 홍 의원은 ""여당의 방탄 국정감사와 야당의 맹탕 국정감사에 국민들이 분노하고 있는 마당에 라임·옵티머스 특검까지 관철시키지 못하면 야당은 '2중대 정당'이라는 비난을 면하기 어렵다""며 ""당력을 총동원하여 당 지도부가 전면에 나서서 라임·옵티머스 특검을 반드시 관철해 달라""고 요청했다. 그러면서 ""그 사건(라임·옵티머스 사건)은 문재인 정권 몰락의 시작이 될 것""이라고 장담했다.","홍준표 무소속 의원이 20일 자신의 페이스북에 '드루킹 특검' 때와는 다른 이 좋은 호기에 라임·옵티머스 특검을 받아내지 못하면 야당은 문을 닫아야 한다고 주장했다. 홍 의원은 ""드루킹 특검' 때와는 다른 이 좋은 호기에 라임·옵티머스 특검을 받아내지 못한다면 야당은 '2중대 정당'이라는 비난을 면하기 어려울 것이라며 당 지도부가 전면에 나서서 라임·옵티머스 특검을 관철해 달라고 요청했다. 그는 ""여당의 방탄 국정감사와 야당의 맹탕 국정감사에 국민들이 분노하고 있는 마당에 라임·옵티머스 특검까지 관철시키지 못하면 야당은 '2중대 정당'이라는 비난을 면하기 어렵다""며 ""당 지도부가 전면에 나서서 라임·옵티머스 특검을 받아내지 못하면 야당은 '2중대 정당'이라는 비난을 면치 못한다고 주장했다.",0.927574098
2020.10.12.,"홍준표 ""아직도 좌파 광풍 시대...김종인·안철수 뭉쳐라""",프레시안,이명선,"홍준표 무소속 의원이 국민의힘 지지율이 30% 아래로 추락하자 ""야당의 할 일은 이치대란""이라며 보수 결집을 촉구했다. 이치대란(以治待亂)은 아군의 태세를 정비하고 적군이 혼란스러워지기를 기다렸다 대적한다는 뜻으로 <손자병법>에 나온 말이다. 홍 의원은 12일 자신의 페이스북에 ""아직도 좌파 광풍시대가 끝나지 않았다. 연말이 되면 대다수 국민들이 좌파 광풍시대에 대한 염증이 극에 달할 것""이라면서 ""이 시점에서 야당이 할 일은 이치대란으로 보인다""고 밝혔다. 그는 보수 진영을 다독이듯 ""어렵더라도 참고 견디며 국민이 바라는 새로운 세상에 대한 꿈을 심어 주어야 할 때""라며 ""그런 측면에서 보면 야당은 자유, 공정, 서민을 기본 주제로 모든 정책을 수립하고 대안 정당으로 거듭나야 할 때""라고 강조했다. 그러면서 ""먼저 아군(我軍)부터 정비하여 한 마음이 된후 대란(待亂)하는 것이 최선의 방책으로 보인다""고 충고했다. 홍 의원은 ""김종인 국민의힘 비대위원장을 중심으로 안철수 국민의당 대표를 포함한 모든 제세력들이 하나가 되어야 할 때다. 야당이 대결집을 할 때 (차기) 집권에 대한 희망이 보이는 것""이라며 ""야당의 분발을 촉구한다""고 당부했다. 리얼미터의 10월 1주차 주간 동향에 따르면, 국민의힘은 지난주 대비 2.3%p 내린 28.9%로 '김종인 체제' 출범 이후 처음으로 30% 선 아래로 떨어졌다. 반면 문재인 대통령 지지율은 6%p 오른 44.8%, 더불어민주당 지지율은 1.1%p 오른 35.6%로 조사됐다. 해당 조사는 리얼미터가 YTN 의뢰로 지난 5~8일 전국 유권자 2516명을 대상으로 조사했으며, 무선 전화면접(10%) 및 무선(70%)·유선(20%) 자동응답 혼용 방식, 무선(80%)·유선(20%) 병행 무작위생성 표집틀을 통한 임의 전화걸기 방법으로 실시됐다. 표본오차는 95% 신뢰수준에서 ±2%포인트다. 자세한 사항은 중앙선거여론조사심의위원회나 리얼미터 홈페이지를 참조하면 된다.",홍준표 무소속 의원은 12일 국민의힘이 지난주 대비 2.3%p 하락해 '김종인 체제' 출범 이후 처음으로 30% 선 아래로 떨어졌다. 그는 야당의 할 일은 이치대란이라며 보수 결집을 촉구했다. 그는 현재 야당의 할 일은 아군( ? 軍)부터 정비하여 한 마음이 된 후 대란( ? )하는 것이 최선의 방책으로 보인다고 충고했다.,0.034014557
2021.04.17 ,이명박·박근혜 사면론 꺼낸 홍준표 “권력은 영원하지 않다”,경향신문,이혜리 기자 lhr@kyunghyang.com,"홍준표 무소속 의원이 17일 이명박·박근혜 전 대통령 사면을 요구했다.홍 의원은 이날 자신의 사회관계망서비스(SNS)에 “온 누리에 부처님의 가피(加被·자비를 베풀어 중생에게 힘을 줌)가 펼쳐지는 초파일이 다가온다”며 “(문재인 대통령이) 자신의 업보로 될 두 전직 대통령도 이젠 사면하시고 늦었지만 화해와 화합의 국정을 펼치시길 기대한다”고 썼다.홍 의원은 “시간이 지나면 텅 비는 모래시계처럼 권력은 영원하지 않다”며 “레임덕을 막으려고 몸부림치면 칠 수록 권력은 더 깊은 수렁으로 빠지게 된다”고 덧붙였다.홍 의원은 지난 1월 이낙연 당시 더불어민주당 대표가 사면론을 꺼냈을 때는 사면이 아니라 ‘석방 요구’가 맞다고 했었다. 홍 의원은 “(박·이 전 대통령) 두 분 다 죄가 없는 정치재판의 희생양인데 죄가 있다는 것을 전제로 사면을 요구하는 것은 자가당착이 아닌가”라며 “사면 요구할 것이 아니라 석방 요구를 하는 것이 도리에 맞고 이치에 맞는 주장”이라고 했다.이 대표가 새해 벽두 띄웠던 ‘전직 대통령 특별사면론’은 반대에 부딪혀 무산된 바 있다. 당시 한국갤럽 여론조사에서 ‘현 정부에서 사면해선 안 된다’는 답변이 54%로 절반을 넘었다. 특별사면은 대통령이 결정하면 시행되지만, 범죄를 저지른 사람을 자의적으로 풀어주면 형평성에 맞지 않다는 비판이 나왔다. 문재인 대통령도 지난 1월 신년 기자회견에서 “국민 공감대에 토대하지 않은 대통령의 일방적인 사면권 행사는 지금 어렵다고 생각한다”고 일축했다. 이 전 대통령은 징역 17년, 박 전 대통령은 징역 20년을 확정받고 현재 교도소에 수감 중이다.▶관련기사 : [정리뉴스]문 대통령은 통제하자고 했던...‘특별히 불평등한’ 특별사면의 역사",홍 의원은 17일 “온 누리에 부처님의 가피( ? ·자비를 베풀어 중생에게 힘을 줌)가 펼쳐지는 초파일이 다가오며 두 전직 대통령도 이젠 사면하시고 늦었지만 화해와 화합의 국정을 펼치시길 기대한다”고 썼다. 홍 의원은 지난 1월 이낙연 당시 더불어민주당 대표가 사면론을 꺼냈을 때는 사면이 아니라 석방 요구가 맞다고 했었다. 하지만 당시 한국갤럽 여론조사에서 ‘현 정부에서 사면해선 안 된다’는 응답이 54%로 절반을 넘었다.,0.561883986
2021.04.15 ,홍준표 “외부 사람 영입하는 마당에 일시 외출했던 자기 집 사람의 귀가도 막는다면”,경향신문,임지선 기자 vision@kyunghyang.com,"홍준표 무소속 의원은 15일 지지부진한 국민의힘 복당 문제와 관련해 “외부 사람도 합당하고, 영입하자고 외치는 마당에 일시 외출했던 자기 집 사람의 귀가도 막는다면 당원과 국민들이 용납치 않을 것”이라고 말했다.홍 의원은 최근 국민의힘 내부에서 복당 반대 의견이 새어나오자 자신의 사회관계망서비스(SNS)에서 이같이 말했다. 안철수 대표가 이끄는 국민의당과도 합당을 하고, 윤석열 전 검찰총장 영입설마저 나오는 상황에서 자신의 복당을 막을 명분이 없다는 의미로 해석된다.그는 “비대위가 끝났음에도 전임 비대위원장(김종인)이 데리고 온 일부 측근이 아직도 사퇴하지 않고 남아서 복당을 반대하고 있다”고 말했다. 홍 의원의 복당을 반대한 김종인 비대위 체제가 끝나면서 복당 문제가 해결되리라고 기대해왔으나 일부 비대위원이 공개적으로 반대 의견을 제시하자 이를 지적한 것이다.앞서 김재섭 비상대책위원은 지난 12일 “홍 의원 복당의 명분으로 야권의 더 큰 화합을 내세우기에는 그 명분이 궁색하다”며 “홍 의원에게 화합이란 수식어는 어울리지 않는다”고 비판했다. 김 비대위원은 “(홍 의원은) 대표로 있던 2018년 당시 지방선거에서 야권 단일화에 실패해 처참하게 패배했고, 대통령선거 정국에서도 안철수 대표와 단일화를 거부했다. 2017년 대선에서도 국민의 열망인 안철수 후보와의 단일화에 실패하며 분열 정치의 서막을 열었다”고도 했다.홍 의원은 일각의 반대 의견에도 “당과 대립각을 세워 풀어갈 생각이 전혀 없다”며 “자연스럽게 해결되기를 기대한다”고 말했다.홍 의원은 지난해 총선을 앞두고 당시 미래통합당 소속이었지만 공천 결정에 불복해 탈당했다.","홍준표 의원은 15일 국민의힘 복당 문제와 관련해 ""외부 사람도 합당하고, 영입하자고 외치는 마당에 일시 외출했던 자기 집 사람의 귀가도 막는다면 당원과 국민이 용납치 않을 것""이라고 말했다. 홍 의원은 김종인 비상대책위원회 체제가 끝나면서 복당 문제가 해결되리라고 기대해왔으며 국민의힘 복당에 반대한 김종인 비대위원이 사퇴하지 않고 남아 이를 지적했다.",0.652129948
2021.04.09 ,안철수 ‘합당’ 홍준표 ‘복당’ 윤석열 ‘입당’ 문제에 ‘초선 당대표론’ 분출까지…국민의힘이 풀어야 할 ‘고차방정식’,경향신문,박순봉 기자 gabgu@kyunghyang.com,"4·7 서울·부산 시장 보궐선거에서 승리를 거둔 국민의힘 앞에 고차방정식이 던져졌다. 내년 대통령선거 승리란 결승골을 위해 내·외부의 넘어야 할 장애가 만만치 않다. 내부에선 재·보선 민심을 이어받아 중도 확장을 하기 위한 ‘초선 당대표론’이 나온다. 세대교체가 필요하다는 것이다. 실제로 김웅 의원 등이 준비를 하고 있다. 외부에선 국민의당 등 제3지대와의 합당 문제를 비롯해 홍준표 무소속 의원(가운데 사진) 등 외곽 보수들의 입당 숙제도 풀어야 한다. 유력 대권주자로 부상한 윤석열 전 검찰총장(오른쪽 사진)과의 관계 설정도 과제다.김종인 비상대책위원장이 물러난 다음날인 9일 국민의힘 초선 의원들 사이에선 지도부에 새 얼굴이 필요하다는 의견이 분출했다. 김웅·윤희숙 등 이른바 ‘70년대생’ 의원들이 당대표에 나서야 한다는 것이다. 한 초선 의원은 기자와 통화하면서 “(초선 의원들이) 소규모 모임으로 나눠서 모임별로 논의를 하고 있다”며 “오는 13일 모임도 있고, 다른 모임들도 있는 상황”이라고 했다. 다른 초선 의원은 “누가 나오겠다고 명확히 밝혀진 상황은 아니지만, 우리끼리의 연대 의식은 있다”고 말했다.중진 의원과 원로 인사들도 선거운동에 돌입한 상태다. 주호영 원내대표가 당권 도전을 고민하고 있고, 이외에도 정진석·서병수·조경태·권영세·홍문표·윤영석 의원 등도 거론된다. 김무성·나경원 전 의원의 도전설도 나온다. 혁신을 내세우는 초선들과 그간 소외됐다 당권에 도전하려는 중진들 간의 대립 양상은 불가피하다. 초선 박수영 의원은 사회관계망서비스에 “새 술은 새 부대에 담아야 한다”며 새 지도부 구성을 강조했다.당 외부 과제들은 더욱 복잡하다. 먼저 서울시장 보궐선거에서 단일화한 안철수 국민의당 대표(왼쪽 사진)와의 관계 설정과 국민의당과의 합당 문제는 처리가 쉽지 않다. 오세훈 서울시장이 약속한 서울시 공동운영론을 지켜야 하고, 합당 문제도 정리해야 한다. 다만 국민의당이 “당원들의 의견을 들어야 한다”며 적극적으로 나서지 않고 있고, 합당시 안 대표의 전당대회 출마 여부와 대선 도전 등에 따라 시기와 방식도 복잡해진다.홍준표·윤상현 무소속 의원 등 ‘외곽 보수’의 복당 문제도 의견이 첨예하게 갈리는 사안이다. ‘김종인 비대위’ 체제에선 복당을 미뤘지만 김 위원장이 위원장직을 내려놓자 곧바로 당내에선 홍 의원 등의 복당이 필요하다는 주장이 나왔다. 주 원내대표는 KBS 라디오에서 “지푸라기 하나라도 힘을 합쳐 대선을 치러야 하므로 모두 함께해야 한다”며 홍 의원 복당에 긍정적이었다. 전날 의원총회에서 김태호·하영제 의원 등이 이 같은 주장을 내놨다. 외곽 보수의 복당을 ‘강경보수 정당으로의 회귀’ 신호로 우려하는 시선도 있다.대권주자인 윤 전 총장의 영입 문제는 최종 관문이다. 유력 주자가 없는 국민의힘으로선 윤 전 총장을 영입해야 하는 입장이고, 윤 전 총장도 제3지대에서 활동하기 쉽지 않아 양측은 서로 만날 수밖에 없는 상황이다. ‘별의 순간’을 언급해온 김 위원장이 어떤 식으로 윤 전 총장을 지원할지도 관건이다.",내년에 대선을 승리로 이끌기 위해 내·외부의 넘어야 할 장애가 만만치 않다. 내부에선 내년 대선을 위해 20대 국회 들어 처음인 서울시장 보궐선거에서의 관계 설정과 국민의당과의 합당 문제를 비롯해 홍준표 무소속 의원(가운데 사진) 등 외곽 보수들의 입당 숙제도 풀어야 한다. 서울 보선에서는 단일화된 서울시장 보궐선거에서 단일화한 안철수 국민의당 대표(왼쪽 사진)와 윤 전 검찰총장(오른쪽 사진)의 관계 설정이 particularly challenging로 평가된다.,0.978935421
