date,title,reporter,content,press
2021-04-01,"박영선 “대통령에 욕하던 ‘중증’, 오세훈이 그런 증세 아닌가”",김명성 기자,"4·7서울시장 보궐선거에 나선 박영선 더불어민주당 후보는 1일 오세훈 국민의힘 후보의 내곡동 땅 해명과 관련해 “문재인 대통령께 욕하던 그런 상황이 아닌가”라며 공세를 이어갔다. 과거 오 후보의 문 대통령 ‘중증 치매’ 발언을 겨냥한 것으로 보인다.
박 후보는 이날 CBS 라디오 ‘김현정의 뉴스쇼’에 출연해 “문재인 대통령께 욕하던 상황이라면 중증 그거 말하는 건지” 묻자 “더 이상 말씀 안 드리겠다. 하여튼 더 이상 질문하시지 마시라”며 이 같이 말했다.
박 후보는 “오 후보 본인이 내곡동과 관련된 임대주택과 관련된 계획을 브리핑하는 기사도 검색된다”며 “시장으로서 브리핑했는데 의식 속에 없었다고 하면 문제가 심각한 것 아니냐”고 주장했다.
이어 “토론을 해 보니 어느 부분에서 거짓말을 하는지 느낄 수 있을 정도로 표정 변화가 있었다. 오묘한 미소를 지으시더라”고 말했다.
전날에도 박 후보는 TBS라디오 ‘김어준의 뉴스공장’에 출연해 “(TV토론에서) 오 후보에게 측량 현장에 갔었느냐 안 갔느냐는 질문을 했는데, 그때의 얼굴 표정을 보며 ‘이분이 갔었구나’ 확신이 오는 순간이 있었다”며 “‘기억 앞에서 겸손해야 한다'는 말을 했을 때”라고 말한 바 있다.
이에 야권에선 “박 후보가 21세기 시대에 갑자기 궁예의 관심법을 발휘했다”는 비판이 나왔다.",조선일보
2021-03-31,文대통령 “상공인·기업에 마음과 귀 활짝 열겠다”,김은중 기자,"문재인 대통령이 31일 제48회 상공의 날 기념식에 참석해 “코로나 위기로 얼어붙었던 경제가 녹아 다시 힘차게 흘러갈 준비를 마쳤다”라며 “회복과 도약의 봄이 왔다”고 했다. 또 상공인들과 기업을 향해 “정부가 마음과 귀를 활짝 열겠다”고 밝혔다. 문 대통령이 상공의 날 기념식에 공식적으로 참석한 것은 이번이 처음이다.
문 대통령은 이날 “어려운 가운데서도 열심히 뛰어주신 소상공인과 중소기업, 중견기업과 대기업의 모든 소상공인들께 감사드린다”고 했다. 신임 최태원 대한상공회의소 회장과 이임하는 박용만 전 회장 모두에게 축하와 감사의 뜻을 전했다. 이날 행사에는 문 대통령을 비롯해 성윤모 산업통상자원부 장관, 유공자 포상을 수여받는 기업인 16명과 김범수 카카오 의장 등 대한·서울상의 신임 부회장단을 포함해 60여명이 참석했다.
문 대통령은 회장단에 김범수 카카오 의장, 이한주 베스핀글로벌 대표 등 IT 및 벤처산업 관계자들이 참여한 것에 대해선 “새로운 산업을 대표하는 분들이 회장단으로 새로 호흡을 맞추게 되어 어느 때보다도 국민들의 기대가 크다”고 했다.
문 대통령은 “우리는 자원이 부족하고 내수시장도 크지 않지만 사람과 혁신으로 세계가 주목할만한 많은 성취를 이뤘다”며 “K-방역과 백신 및 치료제 개발에 기업들이 함께 뒷받침하고 있다”고 했다. 또 “지난해 신설 법인 창업 수와 벤처투자가 역대 최고를 기록했고, 고용자 수가 2019년 말 기준 80만4000명을 기록해 4대 그룹을 뛰어넘은 것은 희망적인 소식이 아닐 수 없다”고 했다.
문 대통령은 “정부는 올해 ‘모두를 위한 기업 정신과 ESG 경영’ 확산의 원년으로 삼고 더 많은 기업들이 참여하도록 힘껏 돕겠다”라며 “사회와 환경을 생각하는 기업이 많아질수록 신뢰를 바탕으로 기업과 개인, 경제가 공생하는 새로운 시대가 더 빨리 도래할 것”이라고 했다. 그러면서 “대한상공회의소가 정부와 업계를 잇는 든든한 소통창구가 되어주길 바란다”며 “정부도 언제나 상공인들과 기업을 향해 마음과 귀를 활짝 열겠다”고 했다.
문 대통령은 이날 지난해 디지털·그린 뉴딜, 신산업, 주력산업에서 성과를 이루어낸 상공의 날 유공자 8명에게 정부포상을 직접 수여했다. 올해 정부 포상을 받는 상공의 날 유공자는 산업훈·포장 16명, 대통령 표창 15명 등 모두 190명이다.
‘상공의 날’은 1974년 제1회 ‘상공의 날’을 개최한 이래 1984년부터 매년 3월 셋째주 수요일에 정기적으로 개최하고 있다. 올해는 신임 회장의 취임 시기를 고려해 3월31일로 변경, 개최했다.",조선일보
2021-03-31,文대통령 “뉴딜펀드 조기 완판될 듯… 가입기회 놓쳤다”,김은중 기자,"문재인 대통령이 31일 “국민과 함께하는, 국민참여정책형 뉴딜펀드의 인기가 매우 높다”며 “저도 가입해서 홍보를 도우려고 했는데 기회를 놓쳤다”고 밝혔다.
문 대통령은 이날 오전 페이스북에서 “가입 열기가 높아서 조기 완판될 것 같다는 보고를 받았다”며 “다른 분들의 기회를 방해하면 안될 것 같다”고 했다.
국민참여 정책형 뉴딜펀드는 국내 상장 및 비상장 뉴딜 관련 기업에 분산 투자하는 펀드로, 정부가 ‘한국판 뉴딜의 결실을 공유하자’는 취지로 마련했다. 지난 29일 판매를 시작했고 일부 증권사에서 완판되며 인기 몰이를 하고 있다. 판매 종료 시점인 다음 달 16일 까지 보름 넘게 남았지만 완판될 것으로 보인다.
이 펀드가 인기가 높은건 기본적으로 원금 보장 가능성이 높기 때문이다. 모집 규모 2000억원 중 일반 투자자로부터 모집하는 1370억원은 모두 선순위에 투자된다. 덕분에 손실이 발생해도 일반 투자자가 먼저 투자금을 회수할 수 있다. 여기에 문 대통령이 지난해 가입한 필승코리아 펀드가 수익률 90% 이상을 기록했다는 점도 영향을 미쳤다.
문 대통령은 “개인적으로 아쉽지만 무척 기쁘다”며 “‘한국판 뉴딜'의 성공에 대한 국민들의 높은 기대를 확인할 수 있었다”고 강조했다. 그러면서 “정부는 기대에 부응해 ‘한국판 뉴딜’을 선도국가 도약의 기회로 만들겠다”고 했다.
문 대통령은 “뉴딜 기업들의 성공과 펀드 가입자들의 고수익을 기원한다”며 “한국판 뉴딜로 우리 경제가 일어선다면, 그 보람도 수익에 더해질 것”이라고 덧붙였다.",조선일보
2021-04-05,朴 “文대통령이 왜 독재자냐” 吳 “귀 닫으면 독재 아닌가”,안준용 기자,"더불어민주당 박영선 서울시장 후보는 5일 마지막 TV토론회에서 국민의힘 오세훈 후보를 향해 “전광훈 목사, 태극기 집회와 함께 하느냐. 앞으로도 계속 그렇게 할 것이냐”고 따져물었다.
지난해 오세훈 후보의 광복절 집회 참석을 문제삼은 것이다. 박영선 후보는 2016년 전광훈 목사가 이끌던 대한민국바로세우기국민운동본부 등이 주관한 국회 기도회에 참석해 차별금지법 반대 입장 등을 밝혔었다.
박 후보는 이날 토론에서 광복절 집회 참가자들과 관련, “이분들은 소상공인들의 매출에 찬물을 끼얹은 주체”라며 오 후보의 집회 참석을 비난했다. 이에 오 후보는 “태극기집회에 가서 연설한 게 잘못된 것이냐”면서 “그렇게 견강부회하면 안 된다. 조국 때문에 화가 난 분들 아닌가”라고 했다. 그러면서 “(집회에) 한 번 갔다. 그리고 문재인 대통령은 독재자라고 말했다”고 했다.
박 후보가 “독재자의 의미는 뭔가”라고 묻자, 오 후보는 “야당과 국민의 의사를 무시하는 것”이라고 했다. 이에 박 후보는 “국민의 의사를 무시하면 독재인가. 독재가 쉬워졌다. 그러면 오세훈 시장같이 용산참사를 일으킨 사람은 뭔가”라고 비난했다.
오 후보는 “국민은 경제가 어렵다고 피눈물이 나는데 그때 대통령이 경제는 문제없다고 했다. 집값은 문제없다고 말씀하시지 않았나. 귀 닫은 분이 독재자가 아니면 누가 독재자인가”라고 했다. 또 “광화문 집회 허용은 시장 권한 사항이 아니다. 광화문광장이나 시청을 이용하는 것은 광화문광장위원회가 심의규칙에 따라서 결정한다”고 했다.
한편 박영선 후보는 2016년 전광훈 목사가 참석한 국회 기도회에서 “하나님의 이름으로 여러분께 다시 한번 동성애법, 차별금지법, 인권 관련법, 그리고 이슬람 문제, 저희는 결코 받아들일 수 없다는 것을 강하게 말씀드린다”며 “동성애법은 자연과 하나님의 섭리를 어긋나게 한다”고 했다. 이에 전 목사는 “박영선 의원님을 야당 대표로 세웁시다”라고 추켜세웠다.
박 후보는 전날 인터넷 언론 간담회에서 기도회 참석과 관련, “당시 김종인 비대위원장이 안가겠다고 해서 제가 대신 간 것이고, ‘가서 이렇게 이야기하고 오라’고 해서 그렇게 이야기한 것”이라며 “(오 후보의 집회 참석과) 근본적으로 다른 것”이라고 해명했다.",조선일보
2021-04-01,"천안함 어머니, 영부인에 “文대통령 싫다, 왜 북한에 벌벌 떠나”",이슬비 기자,"천안함 폭침으로 희생된 고(故) 민평기 상사의 어머니 윤청자씨가 지난 26일 ‘제6회 서해수호의 날’ 기념식에서 문재인 대통령 부인 김정숙 여사를 밀쳐내면서 “왜 그리 북한에 벌벌 떠냐”고 말한 것으로 31일 알려졌다. 윤씨는 당시 문 대통령 연설이 끝난 뒤 자신을 포옹하려는 김 여사를 손으로 막고 밀어내면서 “난 문재인 대통령 싫다”고 말했다고 민 상사 형 민광기씨가 밝혔다.
민씨에 따르면 윤씨는 김 여사에게 “뭐가 그리 무섭고 두려워 북한이 미사일 던진 것을 숨기나? 어제(25일)도 북한이 미사일 또 던졌잖나? 왜 그리 북한에 벌벌 떠나”라고 물었다. 민씨는 “모두 나중에 어머니께 들은 얘기”라며 “나는 당시 멀리서 보고 있었는데 김 여사는 듣고만 있었다”고 했다.
지난 26일 경기 평택 해군 2함대사령부에서 열린 기념식에서 윤씨는 김 여사 옆자리에 앉았다. 민씨는 “기념식 몇 시간 전에 황기철 보훈처장이 전화해서 어머니께 ‘김정숙 여사께서 윤씨를 옆자리에 앉혀달라고 했으니 추모식에서 김 여사와 서로 손잡고 말씀 나누시라’라고 하더라”라고 전했다.
윤씨는 작년 ‘서해수호의 날’ 기념식에서 문 대통령에게 “천안함 폭침은 누구 소행인가 말씀해 달라”며 돌발질문을 하기도 했다. 당시 문 대통령은 “북한 소행이라는 게 정부 입장”이라고 했다. 그럼에도 윤씨가 현 여권 일각에서 천안함 폭침이 북한군 소행이란 점을 명확히 인정하지 않으려는 듯한 태도를 보인다고 보고 거듭 불편한 뜻을 김 여사에게 전한 것 같다는 해석이 나온다.
",조선일보
2021-03-26,문대통령 “北 미사일 바람직하지 않다”… 원론적 얘기만,안준용 기자,"문재인 대통령은 천안함 폭침(爆沈) 11주기인 26일 경기도 평택 해군 제2함대사령부에서 열린 제6회 ‘서해수호의 날’ 기념식에서 “어제 있었던 북한의 미사일 시험 발사에 국민 여러분의 우려가 크신 것을 잘 알고 있다”며 “지금은 남·북·미 모두가 대화를 이어 나가기 위해 노력해야 할 때다. 대화의 분위기에 어려움을 주는 일은 결코 바람직하지 않다”고 말했다.
미사일 도발에 나선 북한을 규탄하거나 북측의 도발 책임을 직접 거론하진 않고 원론적인 수준에서 “바람직하지 않다”고 한 것이다. 앞서 문 대통령은 작년 서해수호의 날 기념식에선 ‘북한’을 한 차례도 언급하지 않았다.
문 대통령은 이날 “우리는 한반도 비핵화의 원칙을 준수하면서도, 우리 자신을 방어하기에 충분한 세계 최고 수준의 미사일 능력을 보유하고 있다. 우리 자체 기술로 개발한 최초의 차세대 최신형 국산 전투기 KF-X도 곧 국민들께 선보이게 될 것”이라고 했다. 그러면서 “어느 때보다 강한 국방력과 굳건한 한미동맹으로 어떤 도발도 물리칠 수 있는 확고한 안보대비 태세를 갖추고 있다는 것을 국민들께 자신 있게 말씀드린다”고 했다.
‘이 몸과 마음을 다 바쳤나니’를 주제로 군의 최신 상륙함 노적봉함·천자봉함 함상에서 열린 이날 기념식엔 전사자 유가족 99명과 참전 장병, 정부·군 주요 인사 등 200여 명이 참석했다. 보훈처는 애초 코로나 상황을 고려해 외부 참석 인원의 경우 각 정당 대표와 국회 정무위원장, 국방위원장만 초청하기로 했다가 행사 직전 참석 범위를 넓혔다.
문 대통령은 이날 기념사에서 “우리는 영웅들을 결코 잊지 않았다. 용사들의 희생과 헌신을 기억하며 국토수호 의지를 다졌다”면서 “‘천안함’ 역시 영웅들과 생존 장병들의 투혼을 담아 찬란하게 부활할 것”이라고 했다.
문 대통령은 “해군은 어제, 2023년부터 서해를 누빌 신형 호위함의 이름을 ‘천안함’으로 결정했다”며 “해궁, 홍상어, 해룡, 청상어 등 강력한 국산 무기를 탑재해 해군의 주력 호위함이 될 것”이라고 했다. 앞서 전날 해군은 함명제정위원회를 열어 2023년 전력화 예정인 대구급 호위함 7번함의 함명을 ‘천안함’으로 결정했다.
문 대통령은 “‘천안함’의 부활을 누구보다 간절한 마음으로 염원하고 성원해오신 유가족과 최원일 전 함장을 비롯한 천안함 생존 장병들께 위로와 함께 감사의 말씀을 드린다”고 했다. 또 “불의의 피격에도 당당히 이겨낸 연평도 포격전 영웅들께도 마음 깊이 감사드린다”고 했다.
문 대통령은 작년 기념식에선 천안함과 관련해 “(코로나 사태 관련) ‘46용사 유족회’와 ‘천안함 재단’은 대구·경북 지역에 마스크와 성금을 전달했다” “천안함 46용사 추모비가 세워진 평택 2함대 사령부와 백령도 연화리 해안에서 후배들이 굳건히 우리 영토와 영해를 수호하고 있다”고만 했었다.
문 대통령은 이날 “국민통합의 힘이야말로 가장 강력한 국방력이며 안보”라며 “강한 국방력과 안보로 나라와 국민의 평화를 지키는 것만이 서해 영웅들의 희생에 진정으로 보답하는 길”이라고 했다. 그러면서 “정부는 이 당연한 사실을 한순간도 잊은 적이 없으며, 평화를 지키고, 평화를 만들 수 있는 압도적인 힘을 갖추기 위해 중단없이 노력해왔다”고 했다.
또 “지난 4년, 서해에서 무력 충돌이나 군사적 도발로 다치거나 생명을 잃은 장병이 단 한 명도 없었다”며 “우리 군은 북방한계선을 지키며 최북단 백령도에서 연평도까지 한 치도 흐트러짐 없는 군사대비태세로 강한 힘이 평화를 만든다는 것을 증명했다”고 했다.
문 대통령은 “정부는 싸우면 반드시 이기고, 싸우지 않고도 이기는 필승의 해군력으로 평화의 한반도를 지키고 만들어나갈 것”이라고 했다.",조선일보
2021-03-23,정세균 “문 대통령처럼 언제라도 AZ 백신 맞겠다”,안준용 기자,"정세균 국무총리는 23일 “문재인 대통령도 오는 6월 영국에서 열리는 G7 정상회의 참석을 위해 오늘 아스트라제네카(AZ) 백신을 접종할 예정”이라며 “중대본부장인 저 또한 국민이 안심하고 접종에 참여하는 데 조금이라도 도움이 된다면 언제라도 아스트라제네카 백신을 먼저 맞겠다”고 말했다.
정 총리는 이날 오전 정부세종청사에서 주재한 코로나 대응 중앙재난안전대책본부 회의에서 이같이 말했다. 방역 당국은 이날부터 요양병원·시설에 있는 만 65세 이상을 대상으로 아스트라제네카 백신 접종을 시작한다. 문 대통령과 김정숙 여사가 만 65세 이상 국민 중 ‘1호’로 아스트라제네카 백신을 접종하는 가운데 정 총리도 선제적 접종 의사를 밝힌 것이다.
정 총리는 “요양병원과 시설에 있는 65세 이상을 대상으로 이날(23일) 아스트라제네카 백신 접종이 시작된다”며 “38만여명의 대상자 중 77%가 접종에 흔쾌히 동의해 줬다. 몸이 불편한 분이 많은 만큼, 접종 현장에선 안전을 최우선으로 해 어르신들의 건강을 세심히 챙겨달라”고 했다.
그러면서 “어제 국민 여러분에게 ‘아스트라제네카 백신은 안전하고 효과적’이라는 전문가들의 검토 결과를 보고 드린 바 있다”며 “세계보건기구(WHO)도 이 백신이 ‘감염을 예방하고 사망을 줄일 수 있는 엄청난 잠재력을 지녔다’고 다시 한번 확인했다”고 했다.
정 총리는 “우리가 목표로 삼은 집단면역 형성은 결국 국민 여러분의 참여에 달렸다”며 “순서가 왔을 때, 주저하거나 미루지 말고 ‘나부터 먼저’ 라는 마음으로 접종에 참여해 줘야 모두가 원하는 일상 회복을 하루라도 더 앞당길 수 있다”고 했다.
또 “우리는 3차 유행이 안정화되느냐, 아니면 재확산되느냐 갈림길에 서 있다”면서 “정부는 얼마 남지 않은 특별대책기간 동안 가능한 모든 수단을 총동원해, 3차 유행이 안정화의 길로 들어설 수 있도록 최선을 다하겠다”고 했다.",조선일보
2021-03-23,"靑, 대통령 지지율 최저치에 “국민 마음 엄중히 여겨”",김아진 기자,"청와대는 23일 문재인 대통령 국정 운영 지지율이 최근 하락하는 것과 관련해 “국민의 마음을 엄중히 여기고 있다”고 밝혔다.
청와대 관계자는 이날 기자들과 만나 이같이 말하며 “특히 부동산 투기근절을 위한 민심을 잘 알고 있다”고 말했다. 이 관계자는 “대통령이 전날 수석보좌관 회의에서 고강도 투기근절 대책을 말했다”며 “대통령 메시지는 강력한 부동산 적폐 청산을 담은 것”이라고 했다. 이어 “대통령 말씀대로 우리사회 뿌리깊은 부동산 투기 구조 관행 바꿀수 있도록 정부가 만전을 기해달라”고 했다.
최근까지도 청와대는 지지율에 대해 “일희일비하지 않겠다”는 입장이었다. 하지만 4월 서울·부산시장 보궐선거를 앞두고 민심이 악화되자 입장을 선회한 것으로 보인다.
전날 문 대통령 국정 지지도와 더불어민주당 지지율이 현 정부 들어 최저치로 내려앉았다는 여론 조사 결과가 나왔었다. 리얼미터가 YTN 의뢰로 지난 15∼19일 전국 18세 이상 2510명을 대상으로 조사한 결과 문 대통령의 국정수행 지지율(긍정 평가)은 전 주 대비 3.6%포인트 하락한 34.1%로 나타났다. 부정평가는 4.8%포인트 상승한 62.2%로 조사됐다.",조선일보
2021-03-25,文대통령 “2030년까지 우리 발사체로 달착륙”,김아진 기자,"문재인 대통령이 25일 “내년에 달 궤도선을 발사하고, 2030년까지 우리 발사체를 이용한 달 착륙의 꿈을 이루겠다”고 했다.
문 대통령은 이날 올해 10월 한국형 발사체 누리호의 1차 발사가 있을 예정인 전남 고흥 나로우주센터를 찾아 “한국형 발사체 개발 성과를 바탕으로 도전적인 우주탐사 사업을 적극 추진하겠다”며 이같이 말했다. 그러면서 “우주탐사의 첫걸음인 달 탐사를 통해 얻게 될 기술력과 경험, 자신감은 우주개발에 든든한 밑거름이 될 것”이라며 “2029년 지구에 접근하는 아포피스 소행성에 대해서도 타당성을 검토하여 탐사계획을 수립하겠다”고 했다.
문 대통령은 “정부는 국가우주위원회 위원장을 국무총리로 격상할 것”이라며 “민·관의 역량을 더욱 긴밀히 결집하고, ‘세계 7대 우주 강국’으로 확실하게 도약하겠다”고 했다.
이어 “우리는 한국형 우주발사체 ‘누리호’ 1단부 최종 종합연소시험에 성공했다. 1단부 최종 종합연소시험은 실제 발사와 똑같은 과정을 거치는 마지막 시험이기 때문에 사실상 개발 완료를 의미한다”며 “이제 본 발사만 남았다”고 했다.
그러면서 “2013년 ‘나로호’가 러시아의 도움을 받아야 했던 아쉬움을 털어내고 우리 위성을, 우리 발사체로, 우리 땅에서 발사하게 된 것입니다. 세계 일곱 번째의, 매우 자랑스러운 성과”라고 평가했다.
문 대통령은 김대중 전 대통령의 꿈을 언급하며 “외환위기의 고통 속에서도 국민들과 함께 우주를 향한 꿈을 꾸었고, 우주발사체 개발을 결정했다”며 “그로부터 20년, 국민들의 응원 속에서 항공우주연구원을 중심으로 연구자들과 기업들이 함께 한마음으로 오늘의 성취를 이루었다”고 했다.
또한 “다양한 인공위성 개발과 활용에 박차를 가하겠다”고 했다. 또 “민간의 우주개발 역량 강화에 힘을 쏟겠다”며 “‘스페이스 엑스'와 같은 글로벌 우주기업이 우리나라에서도 생겨날 수 있도록 혁신적인 산업 생태계를 조성할 것”이라고 했다.
문 대통령은 그러면서 “우리 과학기술은 이미 여러 분야에서 세계 수준에 도달했으나 항공우주 분야에서는 아직도 기술격차를 좁히지 못하고 있는 것이 사실”이라면서도 “하지만, 우리가 밤하늘의 별을 바라보며 우주로 향한 꿈을 멈추지 않고 나아간다면 항공우주 분야에서도 반드시 선도국가로 도약할 수 있을 것”이라고 했다.",조선일보
2021-04-01,대통령 금리 발언에… 野 “고신용자 文부터 20% 이자 내라”,김명성 기자,"하태경 국민의힘 의원은 ‘고신용자에게 낮은 이율을, 저신용자에게 높은 이율을 적용하는 게 구조적 모순’이라고 지적한 문재인 대통령의 주장에 대해 “신용도 높은 본인부터 20% 최고이율을 적용받길 바란다”고 직격탄을 날렸다.
앞서 청와대는 전날 문재인 대통령의 ‘금리 발언’에 대해 “대통령의 말을 잘못 전달한 것”이라고 해명했지만 논란이 가라 앉지 않는 모양새다.
하 의원은 지난달 31일 페이스북에 “소득주도성장에 이어 경제학원론을 다시 써야 할 상황이다. 신용도 높은 사람에게 높은 이율 적용하면 구조적 모순이 해결되나”라며 “정말로 대통령께서 그렇게 생각한다면 먼저 신용도 높은 본인부터 20% 최고이율 적용받길 바란다”고 했다.
그는 “소득주도성장 하면 경제 좋아진다고 했을 때 많은 전문가들이 어리둥절했고, 자영업자와 저소득층만 더 힘들어 진다며 환상에 불과한 정책이라며 반대했지만 끝끝내 소득주도성장 밀어부친 결과가 어떻게 됐냐”며 “실업자만 양산되고 민노총과 공공부문은 더 부자되는 빈부격차만 확대됐다”고 비판했다.
그러면서 “제발 경제 잘 모르겠으면 전문가들에게 맡기”라며 “대통령께서 이상한 경제논리 펼칠 때마다 나라경제만 더 망가진다”고 질타했다.
지난달 30일 청와대 임세은 부대변인은 국무회의 결과를 브리핑하면서, 문 대통령이 “신용이 높은 사람은 낮은 이율을 적용받고, 경제적으로 어려워 신용이 낮은 사람들이 높은 이율을 적용받는 건 구조적 모순”이라고 말했다고 전했다. 문 대통령이 “저신용자들이 불법 사금융 등에 내몰리지 않도록 더욱 형평성 있는 금융 구조로 개선되게 노력해 달라”고 당부했다고도 했다.
문 대통령의 발언이 알려지자 인터넷에서는 “대통령이 시장경제 논리도 모르냐” “사회주의 국가로 만들겠다는 인식이 놀랍다” 등의 비판이 쏟아졌다.",조선일보
2021-03-30,"여당 유세, 문재인 대통령이 사라졌다",안준용 기자,"더불어민주당이 이번 보궐선거에서 문재인 대통령의 인기를 활용한 ‘문재인 마케팅’을 사실상 중단했다. 최근 LH 투기 사태와 부동산 정책 실패 등으로 민심이 돌아서고 문 대통령 지지율이 크게 떨어진 상황에서 문 대통령을 앞세우지 않는 선거 전략을 펴고 있다. 2018년 지방선거와 지난해 총선 때 후보자들이 앞다퉈 문 대통령과 함께 찍은 사진을 내세우며 ‘친문(親文) 마케팅’을 벌였던 것과는 정반대 모습이다.
민주당 박영선 서울시장 후보는 최근 배포한 선거 공보물에 문 대통령 관련 메시지를 따로 싣지 않았다. 문 대통령 사진을 작게 쓴 페이지에서도 박 후보의 중소벤처기업부 장관 활동만 집중 소개했다. 문 대통령보다 강경화 전 외교부 장관과 함께 찍은 사진을 더 크게 실었다.
박 후보는 민주당 서울시장 후보 경선 당시 “대한민국은 문재인 보유국”이라며 적극적인 친문 행보를 펼쳤었다. 하지만 최근 유세장에선 박 후보와 민주당 지도부 모두 문 대통령 관련 언급을 삼가고 있다. 당 중앙선대위 회의에서도 ‘문재인 대통령’ ‘문재인 정부’란 언급 자체가 거의 등장하지 않고 있다. 지난 29일 당 지도부의 지원 유세에서도 ‘문재인’이라는 단어는 단 한 차례만 언급됐다. 민주당 김영춘 부산시장 후보는 공보물에 문 대통령 사진을 아예 쓰지 않으면서 “가덕도 신공항을 문재인 대통령과 함께 제대로 추진하겠다”고만 했다. 지난해 총선 때 민주당 후보들의 단골 구호였던 “문 대통령을 끝까지 지키겠다” “문재인 정부 성공을 위해 표를 달라” 등의 메시지는 사라진 것이다.
문 대통령과의 ‘거리 두기’에 나선 것은 최근 정부를 향한 민심이 심상치 않다는 판단 때문이다. 민주당 관계자는 “정권 심판론, 정부 견제론이 높은 상황에서 괜한 친문 마케팅으로 중도층 표를 버릴 이유가 없다”고 했다.
당 지도부가 유세장에서 문 대통령을 언급할 때는 주로 ‘읍소 전략’의 경우다. 이낙연 민주당 상임선대위원장은 지난 28일 재선거가 예정된 울산(남구청장)과 경남 의령(군수)을 찾아 “문재인 정부와 송철호 울산시장이 많은 도움을 줄 수 있는 후보를 뽑아달라” “저 이낙연이 좀 봐줘서 문 대통령, 김경수 경남지사 손잡고 일 좀 할 사람 만들어달라”고만 했다.",조선일보
2021-03-23,"문 대통령, 아스트라 접종 “전혀 문제가 없는데?... 주사 놓는 솜씨 좋아”",김아진 기자,"문재인 대통령 내외는 23일 아스트라제네카 백신을 접종했다. 오는 6월 영국에서 열리는 주요7개국(G7) 정상회의 참석을 위해서다.
청와대는 문 대통령과 김정숙 여사가 이날 오전 9시 서울시 종로구 보건소를 방문해 아스트라제네카 코로나 백신을 접종을 받았다고 밝혔다.
문 대통령은 이날 청와대 참모들과 함께 보건소를 찾았다. 서훈 국가안보실장, 유연상 경호처장, 김형진 안보실2차장, 탁현민 의전비서관, 신지연 제1부속비서관, 최상영 제2부속비서관, 강민석 대변인, 1부속실 행정관, 경호처 직원 1명 등이다. 체온을 측정한 뒤 정상이라고 통보 받은 문 대통령과 김 여사는 곧바로 신분증을 내고 신원을 확인받고 비공개로 의사와 면담했다.
이날 접종을 위해 반팔 셔츠를 입고 온 문 대통령이 먼저 접종했다. 간호사가 “(업무를 위해) 오른 팔을 자주 사용하시니 왼팔에 놓겠다”며 접종을 시작했고 문 대통령은 “주사를 잘 놓으시니까”라고 했다. 그런 뒤 자리를 옮기고는 “전혀 문제가 없는데?”라고 말했다. 김 여사는 입고 온 자켓을 벗으며 “다 있는데서 옷을 막 벗는다”며 농담을 던지기도 했다. 김 여사가 주사를 맞는 걸 보던 문 대통령은 “주사 놓는 솜씨가 아주 좋아. 똑같이 맞네”라고 했다. 김 여사는 접종 후 “벌써 끝났어요?”라며 웃어보였다.",조선일보
